Tweet,Retweet Count,Mention Count,Follower Count,Verified,Bot Label,Created At,Hashtags
43965,73,35,0,1887,1,1,244,1
43966,77,86,5,3609,1,0,281,1
43967,49,65,2,3251,0,0,266,1
43968,46,15,4,2419,1,0,267,0
43969,77,62,1,2172,0,0,276,0
43970,73,73,4,8612,1,0,261,1
43971,83,5,5,9446,1,1,259,1
43972,63,37,0,3887,0,0,245,1
43973,39,5,0,753,0,1,265,0
43974,57,41,2,8388,0,1,271,1
43975,62,62,2,1337,0,0,280,1
43976,80,45,5,9303,1,0,262,1
43977,48,51,2,7147,0,0,273,1
43978,51,45,4,7237,0,1,278,1
43979,47,38,0,5663,1,0,280,1
43980,47,78,2,454,0,0,275,1
43981,69,70,0,2242,0,0,257,1
43982,49,88,2,1642,1,1,281,1
43983,82,41,0,5402,0,1,245,1
43984,38,44,5,1135,0,0,260,0
43985,85,9,3,4995,0,1,261,1
43986,71,95,5,8514,0,0,251,1
43987,80,14,2,6222,1,0,253,1
43988,55,100,3,4935,0,0,247,1
43989,53,99,3,9635,0,1,276,0
43990,57,9,1,7575,0,0,274,1
43991,73,22,0,8797,1,0,250,1
43992,46,74,2,8804,0,0,269,0
43993,65,67,5,2717,1,1,242,1
43994,58,33,4,7318,1,0,268,1
43995,70,61,3,5300,0,1,255,1
43996,49,85,4,801,1,1,267,1
43997,79,69,5,8854,1,0,262,1
43998,40,73,0,2636,0,1,274,1
43999,64,10,1,735,1,1,250,1
44000,73,67,1,8468,1,0,265,1
44001,49,91,1,3422,1,0,254,1
44002,59,40,0,5175,1,0,263,0
44003,67,60,3,3601,1,0,267,1
44004,61,7,2,1832,0,1,277,1
44005,38,86,4,3915,0,1,258,0
44006,48,55,1,3411,0,0,249,1
44007,43,42,0,976,1,1,276,1
44008,69,4,3,2536,0,0,253,1
44009,47,62,3,9717,1,1,276,1
44010,69,59,3,7345,1,1,256,1
44011,87,85,1,7275,0,1,241,1
44012,55,81,2,1185,0,1,247,0
44013,64,59,0,5106,1,0,243,1
44014,67,74,1,7125,0,0,255,1
44015,44,29,2,8812,1,0,277,1
44016,67,0,4,1692,0,0,261,1
44017,91,84,2,1417,0,0,277,0
44018,65,40,0,4721,1,0,272,1
44019,71,86,0,4394,1,0,277,1
44020,69,14,5,4175,1,0,249,1
44021,90,9,0,5279,0,1,268,1
44022,43,6,3,1544,1,1,264,1
44023,44,21,2,3549,0,0,252,1
44024,83,14,1,4358,1,1,280,1
44025,56,65,3,9261,0,1,262,1
44026,81,16,0,1101,1,1,269,1
44027,69,54,3,4807,1,0,249,1
44028,29,59,4,4525,1,1,279,1
44029,81,8,2,8448,1,0,253,0
44030,42,26,4,1664,0,0,264,1
44031,87,5,0,1354,1,0,263,1
44032,84,71,0,7529,1,1,249,1
44033,64,82,3,6117,1,1,256,1
44034,85,75,0,3001,0,1,281,1
44035,57,45,2,1866,1,0,251,1
44036,61,14,5,3438,1,0,268,0
44037,75,59,3,1962,0,1,252,1
44038,50,58,5,4370,0,0,279,0
44039,71,7,3,4427,0,1,252,1
44040,47,23,3,1223,0,1,260,0
44041,95,17,5,381,0,0,276,1
44042,41,23,0,6341,1,0,276,1
44043,79,56,4,4374,1,1,272,0
44044,63,87,0,6949,0,0,265,1
44045,51,8,2,1176,0,1,275,1
44046,77,59,5,6239,1,0,242,1
44047,42,5,5,85,0,1,241,1
44048,80,15,0,6998,1,1,256,1
44049,78,59,5,4519,1,1,245,1
44050,74,26,2,104,0,0,242,1
44051,83,31,3,5413,0,0,251,1
44052,59,32,0,319,1,1,268,1
44053,49,73,3,2352,0,1,242,0
44054,85,5,2,2648,1,0,252,1
44055,41,100,1,2648,1,1,271,1
44056,52,76,3,8378,0,1,259,1
44057,62,78,3,5576,0,1,279,1
44058,65,56,5,177,0,1,267,1
44059,88,61,5,6648,1,1,241,1
44060,57,3,2,4053,0,1,266,0
44061,78,24,1,1393,1,0,271,1
44062,76,98,3,3685,1,0,261,1
44063,46,28,3,3426,1,0,263,1
44064,84,43,3,953,0,0,256,1
44065,41,70,0,3901,1,0,263,1
44066,62,25,3,5146,1,0,276,1
44067,59,58,5,3626,1,1,241,1
44068,46,43,3,9045,1,0,255,0
44069,79,4,3,9476,1,1,247,1
44070,78,88,5,390,1,0,281,1
44071,64,96,4,2562,0,1,246,1
44072,79,53,1,3847,0,0,271,1
44073,48,86,5,5779,1,0,272,1
44074,39,35,0,5232,1,1,241,0
44075,85,32,0,4804,1,0,279,0
44076,52,80,2,2990,1,1,273,1
44077,90,30,2,8289,1,0,241,1
44078,72,19,3,7015,0,0,269,1
44079,56,52,2,2382,1,1,241,1
44080,50,33,5,7489,1,1,258,1
44081,88,65,1,9613,1,0,257,1
44082,87,97,5,6618,0,1,280,0
44083,70,27,5,4703,1,1,249,1
44084,82,90,0,5636,0,1,273,1
44085,81,32,0,1310,1,1,274,1
44086,46,100,4,5619,1,0,265,0
44087,100,52,3,5138,0,1,259,1
44088,46,44,3,4396,1,1,258,1
44089,49,33,4,130,1,1,253,0
44090,70,78,3,185,1,0,243,1
44091,39,50,0,8835,1,1,281,1
44092,44,83,4,7510,1,0,271,1
44093,87,54,4,6969,0,0,249,1
44094,75,21,0,3133,1,0,243,1
44095,62,93,2,7265,1,1,275,1
44096,35,96,2,7024,1,1,267,0
44097,78,38,2,6253,0,0,242,1
44098,74,95,4,4576,0,0,263,1
44099,70,59,5,1170,1,0,279,1
44100,87,42,5,7270,1,1,261,0
44101,61,100,5,9293,1,1,256,1
44102,75,64,0,36,1,0,262,1
44103,48,58,3,5419,0,0,249,1
44104,55,2,5,2958,1,0,265,1
44105,58,35,4,7807,1,1,241,1
44106,67,17,1,3306,1,0,272,1
44107,48,37,4,1567,0,1,279,1
44108,77,25,0,9147,1,1,244,0
44109,36,21,3,9523,1,0,273,1
44110,74,79,0,9011,1,0,245,0
44111,49,0,1,3671,1,1,277,1
44112,63,64,0,7313,1,1,243,1
44113,67,3,3,4637,0,1,273,1
44114,54,82,1,4943,1,0,281,1
44115,51,97,0,6499,0,1,247,1
44116,88,82,3,3041,0,1,268,1
44117,62,56,2,2134,0,1,277,1
44118,70,59,5,4632,1,1,251,0
44119,89,45,3,4383,0,1,276,1
44120,82,10,5,2966,0,1,242,1
44121,38,18,3,8719,0,0,271,1
44122,76,60,0,8866,0,0,262,1
44123,48,20,2,6013,0,0,281,1
44124,70,32,2,1474,0,1,256,1
44125,56,64,4,2447,1,1,271,0
44126,45,72,0,3864,0,0,270,1
44127,42,82,2,1686,1,1,279,0
44128,86,8,5,2491,1,1,258,0
44129,78,7,2,7897,0,0,274,1
44130,52,10,2,1111,0,1,269,1
44131,36,37,1,1449,1,0,252,0
44132,81,87,2,9787,0,0,256,1
44133,76,86,0,1223,0,0,247,1
44134,39,22,5,2446,0,1,254,1
44135,72,51,0,3070,1,1,270,1
44136,46,77,2,5952,1,1,258,1
44137,94,31,1,8110,1,1,266,1
44138,76,16,5,4672,1,1,253,1
44139,53,97,1,2356,0,1,262,1
44140,66,72,2,1753,0,0,251,0
44141,58,75,3,5780,1,1,241,1
44142,52,79,5,6373,0,0,274,0
44143,65,13,2,8036,1,0,254,1
44144,45,45,3,6533,1,0,271,1
44145,74,84,0,3321,1,0,241,0
44146,50,92,0,371,1,0,270,1
44147,50,84,4,4769,1,1,246,1
44148,56,87,4,7920,1,1,249,1
44149,76,22,2,1611,1,1,250,1
44150,56,26,2,7284,1,1,268,1
44151,37,15,2,4869,1,0,267,1
44152,46,44,5,7699,1,1,277,1
44153,99,4,5,3310,1,1,260,1
44154,97,67,3,4346,0,1,258,1
44155,61,76,0,3696,1,1,247,1
44156,51,47,3,3995,0,1,246,1
44157,84,92,3,9406,0,1,241,1
44158,44,10,0,2153,1,0,274,1
44159,61,49,5,5674,1,0,265,1
44160,55,62,5,4208,0,1,268,1
44161,52,86,1,5174,1,1,264,0
44162,36,12,2,2558,0,1,272,1
44163,40,59,5,5717,0,0,256,1
44164,64,51,4,1416,1,1,276,1
44165,37,23,5,9074,0,0,253,1
44166,46,51,1,3281,0,1,267,1
44167,42,12,5,4664,1,1,261,1
44168,62,8,0,8997,0,1,248,1
44169,55,85,4,1032,1,1,261,1
44170,61,26,4,5041,1,1,270,1
44171,46,55,0,1644,1,0,258,1
44172,60,72,5,6082,1,1,268,1
44173,63,2,4,2257,1,0,254,1
44174,54,75,1,4315,0,1,272,1
44175,48,90,4,1060,1,0,265,0
44176,45,45,5,2636,1,0,270,1
44177,69,28,3,454,1,0,279,1
44178,49,14,4,3241,0,0,276,1
44179,39,94,1,4946,1,1,268,1
44180,46,10,0,2583,0,1,274,1
44181,55,95,5,1666,1,0,277,1
44182,42,12,2,7977,0,0,262,1
44183,70,58,0,857,0,0,255,1
44184,56,18,0,8250,1,0,259,1
44185,90,33,3,9383,1,1,245,1
44186,62,13,2,179,1,0,270,1
44187,83,26,5,3425,1,1,247,1
44188,72,1,1,7220,1,1,275,1
44189,30,4,5,2249,0,0,248,0
44190,99,27,2,8293,0,1,280,1
44191,91,89,4,4993,0,0,270,1
44192,35,51,4,7063,0,0,269,1
44193,49,52,2,8326,0,1,263,1
44194,49,49,2,5895,0,0,266,1
44195,80,56,4,5779,1,0,280,1
44196,32,6,4,6394,0,0,245,1
44197,44,32,2,6107,0,1,260,1
44198,51,15,4,5792,1,1,268,1
44199,59,47,5,8104,1,0,260,1
44200,103,26,3,4091,1,1,267,1
44201,40,100,2,8176,1,0,253,0
44202,81,47,4,2247,0,0,255,0
44203,44,91,4,5414,0,1,280,1
44204,55,95,5,4537,0,1,242,1
44205,41,43,1,9780,0,0,268,1
44206,74,6,3,5281,0,0,272,0
44207,93,22,0,3979,0,0,254,1
44208,41,45,0,5977,1,1,268,1
44209,68,85,0,6343,1,0,265,0
44210,61,94,1,2185,0,0,265,1
44211,83,28,0,5772,1,1,255,1
44212,57,80,3,9030,1,0,269,0
44213,68,48,0,8819,1,1,261,1
44214,75,50,3,8387,0,1,245,1
44215,39,35,4,6921,1,1,281,1
44216,48,96,0,3563,1,1,245,1
44217,85,76,3,8436,0,0,258,1
44218,71,93,2,6981,1,1,260,1
44219,60,71,2,7323,0,0,271,1
44220,75,34,1,3121,1,0,259,1
44221,56,96,1,9341,1,1,275,1
44222,66,77,1,1317,1,1,266,1
44223,78,4,0,4669,1,1,268,0
44224,95,77,3,5715,1,0,270,0
44225,68,9,5,9199,1,1,243,1
44226,78,13,0,8321,0,1,274,1
44227,72,12,1,2624,0,0,273,1
44228,50,53,1,1126,1,1,271,1
44229,66,71,1,2487,0,1,261,1
44230,47,55,0,874,0,1,252,0
44231,37,4,2,5172,1,1,270,1
44232,47,38,4,3280,0,0,277,0
44233,67,22,4,3110,0,0,255,1
44234,73,46,2,5705,1,1,253,1
44235,69,70,1,3807,1,1,274,1
44236,56,37,1,6323,0,1,273,1
44237,78,8,4,9346,0,1,269,1
44238,52,36,5,9017,0,1,256,0
44239,91,41,3,9866,0,1,276,1
44240,71,60,1,5282,0,1,271,1
44241,42,33,3,7083,1,1,259,0
44242,45,35,3,6210,0,1,242,1
44243,40,3,0,6414,1,0,268,1
44244,85,82,0,8340,1,1,259,1
44245,89,89,5,3081,0,1,272,0
44246,47,5,4,2925,0,0,278,1
44247,50,38,5,2337,1,1,263,1
44248,43,6,4,3955,1,1,254,1
44249,48,78,4,7379,0,0,278,1
44250,78,54,2,5372,1,1,251,1
44251,71,6,4,2296,1,0,244,0
44252,79,36,2,3403,0,0,261,1
44253,60,93,3,5281,0,1,253,1
44254,74,11,4,2955,1,1,263,1
44255,84,73,3,7778,0,0,259,1
44256,86,52,4,2200,0,1,280,1
44257,33,55,2,8862,1,0,278,1
44258,65,72,2,209,1,0,269,1
44259,73,75,2,3914,0,1,242,1
44260,84,5,0,469,1,0,246,1
44261,71,27,3,921,0,1,261,1
44262,50,55,4,4397,1,0,271,1
44263,40,6,3,7359,1,1,277,1
44264,79,78,3,3650,0,1,276,0
44265,39,79,5,5610,0,0,280,1
44266,80,56,4,5534,1,0,261,1
44267,48,69,2,8648,0,1,242,1
44268,68,61,5,120,0,0,248,1
44269,74,9,1,822,1,0,278,0
44270,59,6,5,4528,0,1,271,1
44271,70,100,2,3939,1,0,256,1
44272,50,93,5,941,0,0,251,1
44273,80,57,0,759,1,0,261,1
44274,70,26,0,7424,0,1,242,1
44275,45,2,4,2392,0,0,270,0
44276,30,38,4,1625,0,0,271,1
44277,80,15,1,416,1,0,245,1
44278,62,66,2,3679,1,1,265,1
44279,53,63,3,7406,0,0,273,1
44280,50,30,1,7439,1,0,249,1
44281,103,76,4,8147,0,1,253,1
44282,44,33,5,8081,0,0,257,1
44283,62,47,2,6099,0,0,275,1
44284,43,68,4,5107,1,0,269,0
44285,84,28,1,2436,0,1,264,1
44286,52,47,2,4792,1,0,251,1
44287,73,29,4,3656,1,1,273,0
44288,40,61,2,9860,0,0,269,0
44289,67,77,1,4568,0,1,278,0
44290,64,61,5,354,1,0,255,1
44291,61,13,3,9509,0,0,241,1
44292,60,39,4,2107,0,1,273,1
44293,92,5,5,8366,1,0,273,1
44294,49,63,0,2989,1,0,277,1
44295,83,54,3,1114,0,0,253,1
44296,90,56,0,1473,1,0,256,0
44297,61,78,3,8434,1,0,258,1
44298,59,81,2,1367,1,0,273,1
44299,56,67,5,8271,0,1,246,1
44300,54,4,0,3999,0,1,265,1
44301,29,23,0,2225,1,1,268,1
44302,54,66,3,3054,1,1,273,0
44303,63,69,0,2598,1,1,275,1
44304,88,71,1,1355,0,1,242,0
44305,72,13,3,1467,1,1,256,1
44306,51,35,2,6571,0,1,243,1
44307,88,54,3,5207,1,0,269,1
44308,57,88,2,3642,1,0,274,1
44309,77,50,2,4682,0,1,259,1
44310,59,26,5,1362,0,0,278,0
44311,35,64,1,5473,1,0,246,1
44312,34,3,3,9246,0,1,270,1
44313,81,14,2,1594,0,1,271,1
44314,34,31,1,9695,0,0,244,1
44315,74,30,5,292,0,0,277,1
44316,52,83,5,3956,1,1,277,0
44317,55,57,3,1498,0,1,270,1
44318,54,81,5,117,1,0,258,1
44319,57,66,4,6988,0,0,249,1
44320,85,94,5,971,1,0,259,0
44321,82,73,3,1593,0,1,268,1
44322,62,25,1,462,0,0,262,1
44323,55,70,3,153,0,0,273,1
44324,59,96,2,6496,0,1,275,1
44325,55,49,2,8383,1,1,244,0
44326,86,37,3,4426,1,1,271,1
44327,69,39,1,4836,0,1,279,1
44328,76,14,0,7889,1,0,256,1
44329,69,32,3,7259,0,0,247,0
44330,80,9,3,701,0,1,244,1
44331,52,46,2,4020,1,1,250,1
44332,49,24,2,1412,0,0,263,1
44333,86,39,4,6425,0,1,251,1
44334,56,16,4,2964,0,1,274,0
44335,72,34,2,9463,1,1,251,1
44336,52,85,1,2114,1,1,252,0
44337,77,89,0,2329,0,1,271,1
44338,46,70,0,9634,1,1,252,1
44339,80,40,3,768,1,0,242,1
44340,81,30,0,1894,0,0,280,1
44341,93,43,1,8673,0,0,268,1
44342,58,76,2,6906,0,1,262,1
44343,38,38,5,2212,1,0,257,1
44344,50,63,0,6740,0,0,262,1
44345,80,38,1,4822,0,1,260,1
44346,72,65,0,3206,1,0,276,0
44347,43,34,4,793,0,0,261,1
44348,48,12,0,566,0,0,252,1
44349,87,1,3,6295,1,1,252,0
44350,49,19,3,9060,0,0,278,1
44351,82,86,4,7755,1,1,258,1
44352,54,32,3,9752,1,1,256,1
44353,70,97,2,3274,0,0,247,1
44354,75,97,4,8064,0,0,268,1
44355,63,9,3,672,1,0,256,1
44356,61,23,1,5285,1,0,251,1
44357,40,53,3,3361,0,1,254,1
44358,52,83,0,8028,0,1,254,1
44359,41,53,4,6331,0,0,258,1
44360,58,65,4,4038,1,1,259,1
44361,78,90,2,1877,1,0,279,1
44362,45,78,5,7470,1,1,260,1
44363,51,24,3,4299,1,0,242,0
44364,35,36,0,3356,0,0,274,1
44365,74,89,4,9312,1,0,271,0
44366,62,39,3,6571,0,1,270,0
44367,50,81,3,5709,0,1,252,1
44368,78,65,4,5294,1,1,257,1
44369,59,23,0,5726,1,1,258,1
44370,47,18,2,7295,0,0,250,1
44371,67,28,5,9818,0,0,250,1
44372,54,61,5,9522,1,0,255,1
44373,49,58,4,5033,1,0,253,1
44374,39,15,0,5428,0,1,277,1
44375,73,86,1,6300,1,0,252,1
44376,36,36,5,9286,0,0,256,0
44377,75,3,2,1785,1,0,258,1
44378,43,7,1,7162,0,1,268,1
44379,59,9,3,925,0,0,281,1
44380,52,39,4,7101,0,0,251,1
44381,63,45,2,6351,0,1,256,1
44382,71,94,5,7337,0,1,244,1
44383,49,7,2,3263,0,0,247,1
44384,41,100,0,3625,0,1,257,0
44385,58,87,1,4657,0,0,265,1
44386,66,64,0,6857,0,1,279,1
44387,94,47,1,170,0,1,267,1
44388,69,81,4,2079,0,1,262,0
44389,56,48,3,4096,1,1,245,1
44390,37,67,2,4814,1,0,260,1
44391,64,90,0,6567,0,1,281,1
44392,90,83,5,4989,1,1,247,1
44393,82,12,0,6449,1,0,244,1
44394,47,40,1,5815,0,0,255,1
44395,75,10,5,739,0,1,252,0
44396,89,41,5,7752,1,1,264,1
44397,75,34,4,5566,1,0,275,0
44398,45,64,1,7711,0,0,255,0
44399,54,17,2,7454,1,1,254,1
44400,52,11,4,6420,0,1,260,0
44401,45,50,3,166,0,1,266,1
44402,54,37,5,9678,1,0,267,1
44403,80,6,2,2943,1,1,275,1
44404,70,51,5,3267,1,0,267,1
44405,66,56,5,8118,0,0,257,1
44406,69,35,1,4918,1,0,281,1
44407,90,15,1,9914,0,1,253,1
44408,63,37,4,7789,0,0,275,1
44409,54,5,4,868,1,0,276,0
44410,87,22,4,6528,1,0,264,0
44411,63,49,3,3273,0,1,241,1
44412,50,82,3,1030,1,1,253,1
44413,67,95,4,9399,1,0,268,1
44414,84,68,2,4851,0,1,281,1
44415,68,16,5,5820,1,0,250,1
44416,58,11,5,6406,1,1,273,1
44417,47,51,0,7010,1,1,254,1
44418,66,33,0,5116,1,0,242,1
44419,61,25,3,1176,1,1,245,1
44420,96,42,0,5154,0,1,244,1
44421,69,9,2,2392,1,0,241,1
44422,54,16,0,9152,0,0,258,1
44423,43,39,1,6147,1,1,247,1
44424,65,49,3,5420,1,1,248,1
44425,41,88,0,7827,1,0,249,1
44426,60,3,0,7334,0,0,249,1
44427,53,81,3,4937,0,0,249,1
44428,45,63,1,7510,0,1,255,0
44429,76,62,4,734,1,1,269,0
44430,65,58,1,241,1,1,268,1
44431,42,45,1,4058,1,1,274,1
44432,55,82,2,9668,0,1,279,0
44433,42,83,2,8840,1,1,271,1
44434,65,11,0,9434,0,0,280,1
44435,37,14,3,4624,0,0,244,1
44436,40,51,5,214,1,1,271,1
44437,54,19,2,1661,1,1,281,1
44438,82,85,5,781,0,1,252,1
44439,58,22,5,7129,1,1,256,1
44440,84,21,4,6448,1,0,261,1
44441,48,95,0,1485,0,1,263,1
44442,84,97,0,4127,0,0,277,0
44443,51,88,3,1695,0,0,261,1
44444,72,30,2,3392,0,0,251,1
44445,86,17,0,549,0,0,269,0
44446,62,5,4,161,0,1,246,1
44447,60,18,1,9198,1,1,254,1
44448,57,47,0,892,0,0,278,1
44449,70,7,0,3848,0,0,246,1
44450,88,13,0,7683,0,0,274,0
44451,46,4,3,4151,1,0,245,1
44452,70,0,0,6890,0,0,244,1
44453,87,90,1,2338,1,1,242,1
44454,53,86,1,8343,0,1,279,1
44455,86,82,3,472,1,1,275,1
44456,63,91,0,7913,1,1,256,1
44457,87,60,4,6934,0,0,264,1
44458,82,85,1,9798,0,0,255,1
44459,47,19,4,7355,1,1,257,1
44460,68,79,2,7896,1,1,255,1
44461,85,46,5,907,1,0,273,1
44462,74,87,1,5081,0,1,241,1
44463,75,69,2,1952,0,0,263,1
44464,36,99,0,5596,1,0,244,1
44465,33,16,2,3919,0,1,275,1
44466,87,30,4,6805,1,1,256,1
44467,68,99,3,3437,1,1,246,1
44468,101,99,1,4977,0,1,268,0
44469,65,97,3,5162,0,0,250,1
44470,86,6,2,7567,0,0,276,1
44471,82,71,2,9532,1,1,280,1
44472,94,83,5,3576,0,0,256,1
44473,38,98,2,497,1,0,257,1
44474,59,93,4,1485,1,1,264,1
44475,54,15,5,7502,1,1,256,1
44476,66,31,3,3491,0,0,243,0
44477,79,45,1,2104,0,0,274,1
44478,56,28,3,1609,0,0,244,1
44479,71,91,0,7681,0,0,269,1
44480,78,84,4,6024,1,1,245,1
44481,49,35,0,9627,0,0,274,1
44482,73,96,1,8724,1,1,277,1
44483,76,30,0,8954,1,1,260,1
44484,76,91,0,7988,1,1,258,0
44485,60,80,1,884,1,0,252,1
44486,44,85,1,9467,0,1,266,1
44487,51,99,4,1683,1,1,260,0
44488,37,92,2,3611,1,0,277,1
44489,57,62,0,2429,0,0,252,1
44490,91,92,2,4806,1,1,273,1
44491,57,78,5,8091,0,1,272,1
44492,52,52,2,433,0,1,269,1
44493,85,8,2,4371,1,0,254,1
44494,58,95,0,6573,0,1,262,1
44495,84,83,0,9521,1,1,247,1
44496,41,67,5,8526,1,0,260,1
44497,45,95,4,4982,1,0,261,1
44498,35,13,2,3551,0,1,245,1
44499,44,13,1,9051,1,1,243,1
44500,102,26,2,7386,0,1,248,1
44501,69,17,2,7604,1,1,244,1
44502,58,93,3,5838,0,1,259,1
44503,80,9,3,9238,1,1,261,1
44504,54,88,3,3736,0,1,259,1
44505,77,5,2,4317,0,0,271,1
44506,50,24,1,3856,0,1,280,1
44507,40,37,0,1055,0,0,250,0
44508,94,28,4,8855,1,1,269,1
44509,73,27,5,241,1,0,266,1
44510,47,82,0,7666,0,0,279,0
44511,73,69,3,5391,0,1,242,1
44512,51,28,5,977,0,1,277,1
44513,64,38,4,2202,0,0,268,1
44514,59,11,4,4270,0,1,273,1
44515,65,75,4,7431,1,1,256,1
44516,33,48,4,4286,0,0,250,1
44517,50,35,2,3070,1,0,259,1
44518,52,12,0,7114,0,1,260,1
44519,42,1,4,5810,1,1,251,0
44520,49,20,5,7916,1,1,247,1
44521,60,36,4,9832,1,0,263,0
44522,59,16,0,1235,1,0,266,1
44523,59,23,3,7554,1,1,241,1
44524,41,83,2,8316,1,1,247,1
44525,86,40,4,9810,0,1,248,1
44526,48,73,1,2040,0,1,263,1
44527,46,70,3,4223,1,0,258,1
44528,34,27,2,3817,1,0,274,1
44529,63,70,2,6965,1,0,243,1
44530,88,30,4,6854,1,0,251,1
44531,80,98,1,8935,1,0,252,1
44532,75,32,5,4685,0,1,278,1
44533,77,34,1,6531,1,0,247,1
44534,59,68,1,3993,0,0,277,0
44535,76,99,5,9805,0,0,252,1
44536,73,79,1,312,1,0,248,1
44537,66,96,0,8560,0,0,245,1
44538,39,100,4,3817,0,1,280,1
44539,90,48,0,1209,0,0,265,1
44540,80,3,5,4841,1,1,242,1
44541,81,91,3,1598,0,1,271,1
44542,79,64,4,4698,1,1,272,1
44543,79,28,5,6515,1,1,270,1
44544,37,31,5,6341,0,1,268,0
44545,66,43,1,2757,0,1,244,1
44546,43,77,1,6736,1,1,262,1
44547,73,0,2,6853,0,0,243,1
44548,77,40,3,8780,1,0,273,1
44549,46,2,3,3599,0,0,269,1
44550,49,17,2,9495,1,1,251,1
44551,70,20,0,8210,0,1,241,1
44552,58,53,3,9287,1,1,251,1
44553,95,45,2,3548,1,1,243,0
44554,79,13,4,3024,1,0,277,0
44555,88,8,0,343,1,0,247,1
44556,93,39,5,2928,0,0,259,1
44557,34,31,2,1813,0,1,253,1
44558,76,23,1,1310,1,1,259,1
44559,82,78,1,5360,0,1,276,0
44560,35,35,2,984,1,1,257,0
44561,72,2,3,2389,0,1,250,1
44562,78,93,2,5223,1,1,261,1
44563,46,77,0,3996,0,0,255,1
44564,66,64,3,6540,0,1,244,1
44565,60,85,3,4672,1,1,274,1
44566,52,92,4,4792,0,1,280,1
44567,87,7,3,8558,0,0,249,0
44568,51,39,4,2668,0,1,250,1
44569,78,62,1,5882,1,0,245,1
44570,79,17,1,1142,1,0,279,1
44571,61,85,0,9288,0,1,244,1
44572,49,66,2,5627,1,0,270,1
44573,43,99,1,6163,1,0,264,1
44574,69,94,2,5450,1,1,270,0
44575,36,96,0,2566,0,0,259,1
44576,67,19,4,7661,1,1,259,1
44577,38,77,5,333,0,0,267,1
44578,55,6,5,3509,1,1,255,1
44579,70,59,2,7231,0,1,264,1
44580,52,45,5,7870,1,1,242,0
44581,77,93,1,1745,1,1,255,1
44582,69,67,3,3909,0,0,273,1
44583,44,26,3,315,1,1,271,0
44584,91,80,5,9290,1,0,242,1
44585,81,93,1,7336,1,0,261,0
44586,84,24,2,6980,0,0,261,1
44587,65,99,1,977,0,1,279,1
44588,44,84,0,9486,1,0,278,1
44589,86,77,4,3376,1,1,250,0
44590,44,12,5,8140,0,0,242,1
44591,38,29,5,5654,1,1,244,1
44592,63,0,2,9846,0,1,259,1
44593,55,78,1,8729,0,0,245,1
44594,62,13,4,557,1,1,242,1
44595,97,58,4,2708,1,0,243,1
44596,36,71,5,5699,1,0,255,1
44597,51,30,5,2907,1,1,257,1
44598,33,20,4,3571,1,0,258,1
44599,45,47,3,6578,0,0,267,1
44600,78,59,0,4348,0,0,256,1
44601,94,77,4,4620,0,0,278,0
44602,92,72,5,3079,1,1,242,1
44603,56,75,3,8005,1,1,277,1
44604,80,43,5,9197,1,1,266,1
44605,48,52,2,9651,1,0,256,1
44606,67,25,4,1037,0,1,265,1
44607,66,42,3,9180,1,0,241,0
44608,79,67,4,4227,1,0,261,1
44609,42,54,2,5663,1,0,251,1
44610,50,71,2,1978,0,1,274,1
44611,45,38,3,6708,1,0,275,1
44612,55,26,3,939,0,0,252,1
44613,88,60,2,3178,1,1,259,1
44614,59,6,2,8830,1,0,253,1
44615,38,63,4,2613,1,1,250,1
44616,85,13,5,5564,1,1,247,1
44617,90,60,1,873,0,1,271,0
44618,79,92,4,2183,1,0,254,1
44619,78,18,1,8147,1,0,245,1
44620,77,98,0,7313,1,0,256,1
44621,76,22,2,591,0,1,257,1
44622,72,28,4,4508,1,0,244,0
44623,74,17,2,1095,0,1,263,0
44624,49,84,0,3007,0,0,241,1
44625,41,16,1,1371,1,1,245,1
44626,50,8,3,8351,1,0,259,0
44627,72,27,5,3086,0,0,269,1
44628,65,96,2,7440,1,1,249,0
44629,42,40,2,240,1,0,257,1
44630,52,68,5,2115,1,0,263,1
44631,58,20,0,250,1,0,258,1
44632,74,23,1,2015,0,0,250,1
44633,38,29,0,6666,0,0,253,1
44634,64,0,2,5647,1,0,272,0
44635,61,75,1,6646,1,0,264,1
44636,77,3,3,3838,0,0,276,1
44637,68,11,2,7674,0,1,242,1
44638,68,64,2,1253,0,1,251,1
44639,36,78,2,4793,0,0,262,1
44640,87,15,3,8777,0,1,242,1
44641,93,34,4,7313,1,1,272,1
44642,69,95,0,317,1,1,257,1
44643,67,43,2,2474,0,0,256,1
44644,54,87,3,3623,1,0,279,0
44645,82,25,5,2756,1,1,264,1
44646,57,72,4,8816,1,1,271,1
44647,87,75,2,743,0,1,263,0
44648,48,24,4,5768,0,1,264,1
44649,94,39,5,9151,0,0,250,1
44650,34,26,3,6269,0,1,241,1
44651,81,83,0,1395,0,0,278,1
44652,81,39,1,949,0,1,268,0
44653,83,76,0,6004,0,0,261,0
44654,42,90,5,6922,0,1,263,1
44655,66,68,1,9876,1,1,271,0
44656,46,80,5,8241,0,1,242,1
44657,57,74,5,7978,0,0,272,1
44658,38,5,3,5925,0,1,267,1
44659,47,59,0,7408,1,1,277,1
44660,66,48,4,1092,1,0,257,1
44661,38,69,2,9283,1,1,274,1
44662,49,18,5,6365,1,0,259,1
44663,84,11,0,478,0,1,271,1
44664,72,29,4,6977,1,0,253,1
44665,32,68,2,9058,0,0,255,1
